datasetID,BIO_CLASS,fieldNotes,habitat,AREA_SQKM,vernacular,FAMILY,GENUS,scientific,habitatID,nameAccord,eventDate,verif,Shape_Leng,Shape_Area,lat,lng,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"0","0","0","0",0.00000000000000,49.54223223802462
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"1","0","0","1",0.00052907274538,33.58070285785335
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"2","0","0","2",0.00087093352288,29.28049787441738
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"3","0","0","3",0.00107640477298,32.27312416048916
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"4","0","0","4",0.00137589413535,52.85355756439260
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"5","0","0","5",0.00162528340568,72.44827337554176
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"6","0","0","6",0.00178939381127,113.42348174702472
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"7","0","0","7",0.00198394748091,168.35880018794344
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"8","0","0","8",0.00243198715596,200.78959714992911
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"9","0","0","9",0.00328335510791,214.16787991744363
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"10","0","0","10",0.00398303714752,215.54714376887824
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"11","0","0","11",0.00457917377755,217.32036272315591
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"12","0","0","12",0.00508933491115,221.39993128297533
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"13","0","0","13",0.00546501042552,231.44582377201939
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"14","0","0","14",0.00581528479413,263.37404930283174
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"15","0","0","15",0.00601170008711,330.60038344493546
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"16","0","0","16",0.00642185409485,18.52831187723861
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"17","0","0","17",0.00680929354277,21.48124484191007
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"18","0","0","18",0.00710824119282,16.11572649334809
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"19","0","0","19",0.00752977340700,28.03513035510652
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"20","0","0","20",0.00792404149400,56.14276465200526
70.00000000000,Not reported,Not reported,Seagrass,0.02688314526,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,843.92122610100,27001.64638910000,24.5803701951,124.3085203200,"21","0","0","21",0.00834326512843,49.54223223802462
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"0","0","0","0",0.00000000000000,27.73228218462681
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"1","0","0","1",0.00031166375233,34.51598990719166
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"2","0","0","2",0.00064959805153,25.88300549994407
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"3","0","0","3",0.00083058267853,37.87488740203052
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"4","0","0","4",0.00109200570104,47.09251143892092
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"5","0","0","5",0.00124462590861,50.65498061138574
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"6","0","0","6",0.00134190258883,79.65215420373832
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"7","0","0","7",0.00146188577314,109.77967521715564
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"8","0","0","8",0.00164287147035,141.26441589070441
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"9","0","0","9",0.00175411236394,180.11414978427814
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"10","0","0","10",0.00230159197634,201.83026506540932
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"11","0","0","11",0.00303447048978,209.06800650324664
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"12","0","0","12",0.00367038688293,210.67940015532281
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"13","0","0","13",0.00393732065414,221.40675932306485
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"14","0","0","14",0.00414803704215,240.23617160744976
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"15","0","0","15",0.00465438049001,239.83823551728929
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"16","0","0","16",0.00490312071203,223.77801580331871
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"17","0","0","17",0.00522336086233,217.24201185468223
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"18","0","0","18",0.00560289232530,213.23404410610485
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"19","0","0","19",0.00592527087357,215.52807827309209
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"20","0","0","20",0.00610378184483,225.87040858093181
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"21","0","0","21",0.00641699836764,230.97082382759899
70.00000000000,Not reported,Not reported,Seagrass,0.05546247474,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1978/1992,Not reported,1420.58898518000,55707.14089370000,24.5641771064,124.2981495268,"22","0","0","22",0.00677514960842,239.16665655423961
